家ID,画像のタイトル,部屋の種別,部屋のスタイル,説明文,画像URL,画像Path
240002,リビング・ダイニング 4,リビングダイニング,,写真：小川重雄,https://cdn.suvaco.jp/rooms/31465/k7SqN6Am9D.jpg,k7SqN6Am9D.jpg
240002,リビング・ダイニング 5,リビングダイニング,,写真：小川重雄,https://cdn.suvaco.jp/rooms/31467/TCruqQpB3I.jpg,TCruqQpB3I.jpg
240002,リビング・ダイニング 6,リビングダイニング,,写真：小川重雄,https://cdn.suvaco.jp/rooms/31469/gAlXaOSKft.jpg,gAlXaOSKft.jpg
240002,リビング・ダイニング 7,リビングダイニング,,写真：小川重雄,https://cdn.suvaco.jp/rooms/31471/MzBF0oLALU.jpg,MzBF0oLALU.jpg
240002,リビング・ダイニング 8,リビングダイニング,,写真：小川重雄,https://cdn.suvaco.jp/rooms/31473/dFxE9Yvyzz.jpg,dFxE9Yvyzz.jpg
240002,リビング・ダイニング 9,リビングダイニング,,写真：小川重雄,https://cdn.suvaco.jp/rooms/31475/hQaCNkrF5G.jpg,hQaCNkrF5G.jpg
240002,リビング・ダイニング 10,リビングダイニング,,写真：小川重雄,https://cdn.suvaco.jp/rooms/31477/9SgKxg9iQU.jpg,9SgKxg9iQU.jpg
240002,インナーバルコニー 1,玄関,,写真：小川重雄,https://cdn.suvaco.jp/rooms/31479/d4zLJJKfhk.jpg,d4zLJJKfhk.jpg
240002,インナーバルコニー 2,玄関,,写真：小川重雄,https://cdn.suvaco.jp/rooms/31481/OzaZcYjDEp.jpg,OzaZcYjDEp.jpg
240002,インナーバルコニー 3,玄関,,写真：小川重雄,https://cdn.suvaco.jp/rooms/31483/jNhzyPPH8G.jpg,jNhzyPPH8G.jpg
240002,寝室 1,ベッドルーム,,写真：小川重雄,https://cdn.suvaco.jp/rooms/31485/ClKc7tVRJd.jpg,ClKc7tVRJd.jpg
240002,寝室 2,ベッドルーム,,写真：小川重雄,https://cdn.suvaco.jp/rooms/31487/bxNmxZkQCY.jpg,bxNmxZkQCY.jpg
240002,寝室 3,ベッドルーム,,写真：小川重雄,https://cdn.suvaco.jp/rooms/31489/fWMxwkmm2u.jpg,fWMxwkmm2u.jpg
240002,寝室 4,ベッドルーム,,写真：小川重雄,https://cdn.suvaco.jp/rooms/31491/2FQNRYhNP0.jpg,2FQNRYhNP0.jpg
240002,バルコニー 1,アウトドア,,写真：小川重雄,https://cdn.suvaco.jp/rooms/31493/01yNo5NIWp.jpg,01yNo5NIWp.jpg
240002,バルコニー 2,アウトドア,,写真：小川重雄,https://cdn.suvaco.jp/rooms/31495/HcmtKSO6fR.jpg,HcmtKSO6fR.jpg
240002,外観 1,外観,,写真：小川重雄,https://cdn.suvaco.jp/rooms/31497/Biws5oqnbg.jpg,Biws5oqnbg.jpg
240003,外観,外観,,写真：新建築社写真部,https://cdn.suvaco.jp/rooms/5861/teGq8BngCR.jpg,teGq8BngCR.jpg
240003,テラス,アウトドア,,写真：新建築社写真部,https://cdn.suvaco.jp/rooms/5927/yVtyBkqvK6.jpg,yVtyBkqvK6.jpg
240003,エントランス,玄関,,写真：新建築社写真部,https://cdn.suvaco.jp/rooms/9017/D2d7sRNyIC.jpg,D2d7sRNyIC.jpg
240003,リビングダイニング 1,リビングダイニング,,写真：新建築社写真部,https://cdn.suvaco.jp/rooms/5929/qfsA5ldPo2.jpg,qfsA5ldPo2.jpg
240003,リビングダイニング 2,リビングダイニング,,写真：新建築社写真部,https://cdn.suvaco.jp/rooms/5931/jA2E6kDgux.jpg,jA2E6kDgux.jpg
240003,リビングダイニング 3,リビングダイニング,,写真：新建築社写真部,https://cdn.suvaco.jp/rooms/5933/U3soB4I1zs.jpg,U3soB4I1zs.jpg
240003,キッチン,キッチン,,写真：新建築社写真部,https://cdn.suvaco.jp/rooms/5935/80HAANWOCk.jpg,80HAANWOCk.jpg
240003,リビングダイニング 4,リビングダイニング,,写真：新建築社写真部,https://cdn.suvaco.jp/rooms/9015/qP2ytQXIHz.jpg,qP2ytQXIHz.jpg
240004,中庭/PATIO,アウトドア,,写真：小川重雄,https://cdn.suvaco.jp/rooms/5871/X3n2pnN2iD.jpg,X3n2pnN2iD.jpg
240004,外観,外観,,写真：小川重雄,https://cdn.suvaco.jp/rooms/5833/uYRsBLwR5j.jpg,uYRsBLwR5j.jpg
240004,エントランス,その他,,写真：新建築社写真部,https://cdn.suvaco.jp/rooms/9131/Do36KrmbPq.jpg,Do36KrmbPq.jpg
240004,中庭/PATIO,アウトドア,,写真：新建築社写真部,https://cdn.suvaco.jp/rooms/9139/QLJaOv3nbL.jpg,QLJaOv3nbL.jpg
240004,中庭/PATIO,アウトドア,,写真：小川重雄,https://cdn.suvaco.jp/rooms/9141/q2T0p6Poka.jpg,q2T0p6Poka.jpg
240004,階段,その他,,写真：小川重雄,https://cdn.suvaco.jp/rooms/9133/Ddj2LTzGH2.jpg,Ddj2LTzGH2.jpg
240004,中庭/PATIO,アウトドア,,写真：新建築社写真部,https://cdn.suvaco.jp/rooms/9143/cv8oLclrDt.jpg,cv8oLclrDt.jpg
240004,リビングダイニング,リビングダイニング,ナチュラル,写真：新建築社写真部,https://cdn.suvaco.jp/rooms/5877/wtDUv2hj5z.jpg,wtDUv2hj5z.jpg
240004,キッチン,キッチン,ナチュラル,写真：新建築社写真部,https://cdn.suvaco.jp/rooms/5879/WIQT8Nzv1n.jpg,WIQT8Nzv1n.jpg
240004,キッチン,キッチン,ナチュラル,写真：小川重雄,https://cdn.suvaco.jp/rooms/5881/59ak07KbRf.jpg,59ak07KbRf.jpg
240004,キッチン,キッチン,ナチュラル,写真：小川重雄,https://cdn.suvaco.jp/rooms/33416/QhFywpmy6Z.jpg,QhFywpmy6Z.jpg
240004,リビングダイニング,リビングダイニング,ナチュラル,写真：小川重雄,https://cdn.suvaco.jp/rooms/5883/KoInjdqAww.jpg,KoInjdqAww.jpg
240004,リビングダイニング,リビングダイニング,ナチュラル,写真：小川重雄,https://cdn.suvaco.jp/rooms/33418/9cha8osOyE.jpg,9cha8osOyE.jpg
240004,リビングダイニング,リビングダイニング,ナチュラル,写真：小川重雄,https://cdn.suvaco.jp/rooms/9137/bXcf4WGq8w.jpg,bXcf4WGq8w.jpg
240004,中庭/PATIO,アウトドア,,写真：新建築社写真部,https://cdn.suvaco.jp/rooms/5875/8NfRWpaKvz.jpg,8NfRWpaKvz.jpg
240004,ユーティリティー,バス/トイレ,,写真：小川重雄,https://cdn.suvaco.jp/rooms/33420/Em0fqjMySB.jpg,Em0fqjMySB.jpg
240004,ユーティリティー,バス/トイレ,,写真：小川重雄,https://cdn.suvaco.jp/rooms/11500/hic5bjwOrB.jpg,hic5bjwOrB.jpg
240004,書斎,書斎,,写真：新建築社写真部,https://cdn.suvaco.jp/rooms/9129/qyw5eB0vPX.jpg,qyw5eB0vPX.jpg
240004,書斎,書斎,,写真：小川重雄,https://cdn.suvaco.jp/rooms/33422/IJTohpODYU.jpg,IJTohpODYU.jpg
240004,寝室,ベッドルーム,,写真：小川重雄,https://cdn.suvaco.jp/rooms/5887/kXYuiZC2au.jpg,kXYuiZC2au.jpg
240005,外観 3,外観,,写真：小川重雄,https://cdn.suvaco.jp/rooms/5899/2IBIkYHWXI.jpg,2IBIkYHWXI.jpg
240005,外観 2,外観,,写真：平井広行,https://cdn.suvaco.jp/rooms/9049/GQ60nMSGvd.jpg,GQ60nMSGvd.jpg
240005,外観 1,外観,,写真：小川重雄,https://cdn.suvaco.jp/rooms/5836/LnkxbF9jsH.jpg,LnkxbF9jsH.jpg
240005,外観 4,外観,,写真：小川重雄,https://cdn.suvaco.jp/rooms/11449/W2NS6qD85c.jpg,W2NS6qD85c.jpg
240005,外観 5,外観,,写真：小川重雄,https://cdn.suvaco.jp/rooms/11452/5U1hfDuUgU.jpg,5U1hfDuUgU.jpg
240005,エントランス,その他,,写真：小川重雄,https://cdn.suvaco.jp/rooms/9039/h82KhAMpW2.jpg,h82KhAMpW2.jpg
240005,エントランス,その他,,写真：平井広行,https://cdn.suvaco.jp/rooms/35682/2USf4AY1EM.jpg,2USf4AY1EM.jpg
240005,階段 1,その他,,写真：小川重雄,https://cdn.suvaco.jp/rooms/9041/UJVFiUR1Rv.jpg,UJVFiUR1Rv.jpg
240005,階段 2,その他,,写真：小川重雄,https://cdn.suvaco.jp/rooms/9043/9dkwGRjIlT.jpg,9dkwGRjIlT.jpg
240005,リビングダイニング 3,リビングダイニング,ナチュラル,写真：小川重雄,https://cdn.suvaco.jp/rooms/11442/xLOxGcxY7n.jpg,xLOxGcxY7n.jpg
240005,リビングダイニング 2,リビングダイニング,ナチュラル,写真：小川重雄,https://cdn.suvaco.jp/rooms/5905/IZ4jIphplf.jpg,IZ4jIphplf.jpg
240005,リビングダイニング 1,リビングダイニング,ナチュラル,写真：小川重雄,https://cdn.suvaco.jp/rooms/5907/84GauuxVQs.jpg,84GauuxVQs.jpg
240005,キッチン 1,キッチン,ナチュラル,写真：平井広行,https://cdn.suvaco.jp/rooms/5909/6xIgxwUPwS.jpg,6xIgxwUPwS.jpg
240005,キッチン 3,キッチン,,写真：平井広行,https://cdn.suvaco.jp/rooms/9047/bCn7iF1aHT.jpg,bCn7iF1aHT.jpg
240005,キッチン 2,キッチン,,写真：小川重雄,https://cdn.suvaco.jp/rooms/9045/3C26njH9ID.jpg,3C26njH9ID.jpg
240005,ユーティリティー,,ナチュラル,写真：平井広行,https://cdn.suvaco.jp/rooms/5911/bfSgzAFQ01.jpg,bfSgzAFQ01.jpg
240005,収納 1,収納,ナチュラル,写真：平井広行,https://cdn.suvaco.jp/rooms/5913/695MkAgRv7.jpg,695MkAgRv7.jpg
240005,収納 2,収納,ナチュラル,写真：平井広行,https://cdn.suvaco.jp/rooms/5915/jBE2ScyN25.jpg,jBE2ScyN25.jpg
240005,収納 3,収納,ナチュラル,写真：平井広行,https://cdn.suvaco.jp/rooms/31733/3IcIBQspm3.jpg,3IcIBQspm3.jpg
240005,収納 4,収納,ナチュラル,写真：平井広行,https://cdn.suvaco.jp/rooms/31735/HvTddngADl.jpg,HvTddngADl.jpg
250001,和室,ベッドルーム,ナチュラル,,https://cdn.suvaco.jp/rooms/7578/nf9JFQR4Gq.jpg,nf9JFQR4Gq.jpg
250001,ダイニング,リビングダイニング,ナチュラル,,https://cdn.suvaco.jp/rooms/7574/IZhhFFtB5d.jpg,IZhhFFtB5d.jpg
250001,キッチン,キッチン,ナチュラル,,https://cdn.suvaco.jp/rooms/7570/AzOprlASwH.jpg,AzOprlASwH.jpg
250001,建具,ベッドルーム,ナチュラル,,https://cdn.suvaco.jp/rooms/7568/9WlpH8pPz7.jpg,9WlpH8pPz7.jpg
250001,天窓,その他,ナチュラル,,https://cdn.suvaco.jp/rooms/7564/sAyFncWqJM.jpg,sAyFncWqJM.jpg
250001,キッチン,キッチン,ナチュラル,,https://cdn.suvaco.jp/rooms/7544/IvyeLnDHBz.jpg,IvyeLnDHBz.jpg
250002,夕景,リビングダイニング,ナチュラル,,https://cdn.suvaco.jp/rooms/6698/iUsyZ06eBy.jpg,iUsyZ06eBy.jpg
250002,リビング,リビングダイニング,ナチュラル,,https://cdn.suvaco.jp/rooms/6694/6zI4BUIkQ8.jpg,6zI4BUIkQ8.jpg
250002,リビング,リビングダイニング,ナチュラル,,https://cdn.suvaco.jp/rooms/6690/BM5dVAXKnF.jpg,BM5dVAXKnF.jpg
250002,ＬＤＫ,リビングダイニング,ナチュラル,,https://cdn.suvaco.jp/rooms/6684/mkC8uKOMIz.jpg,mkC8uKOMIz.jpg
250002,外観,外観,ナチュラル,,https://cdn.suvaco.jp/rooms/6680/SbhIrOAZtd.jpg,SbhIrOAZtd.jpg
250002,外観,外観,ナチュラル,,https://cdn.suvaco.jp/rooms/6678/hYMa7FiXK9.jpg,hYMa7FiXK9.jpg
250003,夜景,外観,モダン,,https://cdn.suvaco.jp/rooms/6664/gWOp2h7Kzj.jpg,gWOp2h7Kzj.jpg
250003,夜景,外観,モダン,,https://cdn.suvaco.jp/rooms/6662/EW4IfGbJ4m.jpg,EW4IfGbJ4m.jpg
250003,キッチン,キッチン,モダン,,https://cdn.suvaco.jp/rooms/6656/B34jBstnbw.jpg,B34jBstnbw.jpg
250003,ＬＤＫ,リビングダイニング,モダン,,https://cdn.suvaco.jp/rooms/6653/LHdCuG6P0Y.jpg,LHdCuG6P0Y.jpg
250003,玄関,その他,モダン,,https://cdn.suvaco.jp/rooms/6649/35IyoaLI2u.jpg,35IyoaLI2u.jpg
250003,外観,外観,モダン,,https://cdn.suvaco.jp/rooms/6645/AJJXoNSY1j.jpg,AJJXoNSY1j.jpg
250003,外観,外観,モダン,,https://cdn.suvaco.jp/rooms/6643/cXvisckSJy.jpg,cXvisckSJy.jpg
250004,キッチン,キッチン,モダン,,https://cdn.suvaco.jp/rooms/6628/1DYjYG0a1E.jpg,1DYjYG0a1E.jpg
250004,トイレ,トイレ,バス/トイレ,,https://cdn.suvaco.jp/rooms/6622/FnikHGckEH.jpg,FnikHGckEH.jpg
250004,浴室,バス/トイレ,モダン,,https://cdn.suvaco.jp/rooms/6620/x9v3l4mGEo.jpg,x9v3l4mGEo.jpg
250004,洗面,その他,モダン,,https://cdn.suvaco.jp/rooms/6618/FmmCPCqKw0.jpg,FmmCPCqKw0.jpg
250004,玄関,その他,モダン,,https://cdn.suvaco.jp/rooms/6616/JTEkoRCXuW.jpg,JTEkoRCXuW.jpg
250005,お花見テラス,アウトドア,モダン,,https://cdn.suvaco.jp/rooms/6607/SqXsgNVTAN.jpg,SqXsgNVTAN.jpg
250005,地下室,その他,モダン,,https://cdn.suvaco.jp/rooms/6605/QGBvcizDjH.jpg,QGBvcizDjH.jpg
250005,地下室,アウトドア,モダン,,https://cdn.suvaco.jp/rooms/6601/TIz4N80JD9.jpg,TIz4N80JD9.jpg
250005,お花見テラス,アウトドア,モダン,,https://cdn.suvaco.jp/rooms/6599/7fAPPsDNRJ.jpg,7fAPPsDNRJ.jpg
250005,お花見テラス,アウトドア,モダン,,https://cdn.suvaco.jp/rooms/6597/2rEwG3q18f.jpg,2rEwG3q18f.jpg
250005,外観,外観,モダン,,https://cdn.suvaco.jp/rooms/6595/QPa4zVWu97.jpg,QPa4zVWu97.jpg
260001,二世帯の共用エントランス,アウトドア,,二世帯共用のエントランス．法的な諸条件をクリアしつつ，限られた旗竿敷地を最大限利用するため，屋外としていますが，背の高い黒壁で囲い，背の高いゲートのような開口をくぐり抜けると白い壁とすることで，同じ家に入る感覚を演出しています．,https://cdn.suvaco.jp/rooms/6701/FH8oMKiu49.jpg,FH8oMKiu49.jpg
260001,旗竿側から見た外観,外観,,旗竿敷地の二世帯共用エントランス．二世帯共用を象徴する大きな開口と，赤錆の鉄扉が印象的なファサードです．,https://cdn.suvaco.jp/rooms/6676/YGOeLQ5mTB.jpg,YGOeLQ5mTB.jpg
260001,明るい一階のリビング,リビングダイニング,ナチュラル,親世帯が暮らすリビング．旗竿敷地の一階という条件の悪い中，南北にセミプライベートなテラスを取ることで，プライバシーを確保しつつ最大限の明るさと通風を確保しました．,https://cdn.suvaco.jp/rooms/6667/3Hg41QA3wV.jpg,3Hg41QA3wV.jpg
260001,スキマの書斎,書斎,モダン,リビングからウォークインクローゼットに入る通路に設けられた書斎コーナー,https://cdn.suvaco.jp/rooms/6639/ZbnF4VAdq7.jpg,ZbnF4VAdq7.jpg
260001,親子で光と風を共有する開口1,外観,モダン,南側のテラスの外側に建てられた壁には上下階の中央に1階分の高さで開口が開いています．旗竿敷地の中で光と風を最大限取り込みつつ，プライバシーを保つ役割を持っています．,https://cdn.suvaco.jp/rooms/6633/XFFSyV9vx7.jpg,XFFSyV9vx7.jpg
260001,親子で光と風を共有する開口2,リビングダイニング,モダン,南側のテラスの外側に建てられた壁には上下階の中央に1階分の高さで開口が開いています．中から見るとほどよく視線が遮られて，旗竿敷地の中で光と風を最大限取り込みつつ，プライバシーを保つ役割としています．,https://cdn.suvaco.jp/rooms/6631/RiYVVVPbht.jpg,RiYVVVPbht.jpg
260001,スタジオのようなリビング,リビングダイニング,モダン,クライアントが長年集めてきたアンティークサインを飾った白い壁の裏は，床の段差を最大限使って容積を確保した寝室と収納と書斎が詰まっている．,https://cdn.suvaco.jp/rooms/6593/6lIzSNYo66.jpg,6lIzSNYo66.jpg
260002,ピーラー梁とレッドシダーの外壁,外観,モダン,ピーラー（ベイマツの大径木．木目が詰んで美しい肌）の露し梁とレッドシダーの外壁．窓は木製サッシ．寒冷地の性能は確保しつつ，別荘地の景観を壊さず，年を追う毎に美しさを増す外装を目指しました．,https://cdn.suvaco.jp/rooms/6587/J4dJKSVdax.jpg,J4dJKSVdax.jpg
260002,星を見るテラス,アウトドア,モダン,屋根の上のテラス．富士山や星を見ながらくつろぐことができます．,https://cdn.suvaco.jp/rooms/6585/wCsx4owj8s.jpg,wCsx4owj8s.jpg
260002,眺望テラス,アウトドア,ナチュラル,リビングに面した眺望テラス．室面積とほぼ変わらない外のリビング,https://cdn.suvaco.jp/rooms/6583/mWVSp5FUL1.jpg,mWVSp5FUL1.jpg
260002,ダイニングに面した朝食テラス,アウトドア,モダン,ダイニングに面した朝食テラス．アイストップはヤマモミジの株立．,https://cdn.suvaco.jp/rooms/6581/WL0GEbsiC5.jpg,WL0GEbsiC5.jpg
260002,ホテルライクな個室,ベッドルーム,モダン,ゲストが泊まることも想定して設計されたホテルライクな個室,https://cdn.suvaco.jp/rooms/6579/Qq0rVZeKVq.jpg,Qq0rVZeKVq.jpg
260002,敷地の中で一番見晴らしがいい場所,ベッドルーム,モダン,敷地の中で一番見晴らしのいい場所にある寝室．,https://cdn.suvaco.jp/rooms/6577/jQwt9MvGmB.jpg,jQwt9MvGmB.jpg
,,,,普段都会の喧騒の中で，忙しい日々を送っているクライアントのため，静かで最上の目覚めをえられる寝室を用意しました．,,
260002,連続しながらも空間に対比のあるリビングとダイニング,リビングダイニング,モダン,北側の眺望テラスに面し，木質の背の高い天井を持つ落ち着いたリビングと，南側の散策の庭に面し，水平性が強くこぢんまりとしたダイニング,https://cdn.suvaco.jp/rooms/6575/PAKTaMDrC3.jpg,PAKTaMDrC3.jpg
260002,眺望テラスに面したリビング,リビングダイニング,モダン,北側の眺望テラスに面したリビング．天井高が高く，木質の落ち着いた空間．,https://cdn.suvaco.jp/rooms/6573/4pAuYMOWbc.jpg,4pAuYMOWbc.jpg
260003,メインツリーと雨受けがある大谷石の中庭,アウトドア,モダン,リビングと寝室に連続した，道路から切り離された中庭．,https://cdn.suvaco.jp/rooms/4734/24D2qpz5Jj.jpg,24D2qpz5Jj.jpg
260003,鉄板の壁のある外観,外観,,コンクリートの白いBOX同士のスキマを鉄の架構でつないだ外観．箱に穿たれた開口や玄関脇の緑化塀から豊かな緑がほの見えます．,https://cdn.suvaco.jp/rooms/4732/8dMUbZTGJ4.jpg,8dMUbZTGJ4.jpg
260003,スキマから光や風が満ちるリビング,リビングダイニング,モダン,さまざまなスキマから光や風が抜ける，プライバシーを確保しつつも明るく開放的なリビング,https://cdn.suvaco.jp/rooms/4730/LmHHxdUrGu.jpg,LmHHxdUrGu.jpg
260003,垂直の庭を持つ玄関,その他,モダン,隣地通路との70cmの隙間に建つ塀を緑化することで，プライバシーを確保しつつも明るく緑豊かで開放的な玄関を実現しました．,https://cdn.suvaco.jp/rooms/4728/kyZmLwEkK2.jpg,kyZmLwEkK2.jpg
260003,明るくコンパクトな水回り,バス/トイレ,モダン,一人暮らし用で，コンパクトながら明るく開放的な洗面･浴室,https://cdn.suvaco.jp/rooms/4726/xiMYcYuKal.jpg,xiMYcYuKal.jpg
260003,坪庭のある浴室,バス/トイレ,モダン,坪庭と緑化塀に面した緑豊かな浴室,https://cdn.suvaco.jp/rooms/4724/CEWbwcUtAG.jpg,CEWbwcUtAG.jpg
260003,おばあちゃんの家に面した子供部屋,子供部屋,モダン,二階の空中庭園をはさんでおばあちゃんの家と向かい合った，明るく開放的な子供部屋,https://cdn.suvaco.jp/rooms/4722/nD1dwiydoq.jpg,nD1dwiydoq.jpg
260003,緑豊かな開放的なベッドルーム,ベッドルーム,モダン,庭に面した大きな窓のある寝室,https://cdn.suvaco.jp/rooms/4720/H6qUcwxcRA.jpg,H6qUcwxcRA.jpg
260003,垂直にのびる書斎,書斎,モダン,2畳に満たない小さな面積ながら2階吹抜の本棚と窓に面した見晴らしのよい書斎,https://cdn.suvaco.jp/rooms/4718/fvzRgIXnM4.jpg,fvzRgIXnM4.jpg
260003,大きな本棚と開放的な駐車場に面したダイニング,リビングダイニング,モダン,二階吹抜の本棚に面した落ち着いたダイニング．左側の窓は室内駐車場につながり，車好きなクライアントが夜車を眺めて楽しむことができる,https://cdn.suvaco.jp/rooms/4716/MqPSglH6Ro.jpg,MqPSglH6Ro.jpg
260003,いろいろな場所につながるリビング,リビングダイニング,モダン,落ち着いた中庭と，子供部屋に上がる階段と，明るい駐車場をのぞむリビングからの眺め,https://cdn.suvaco.jp/rooms/4714/kmc56D0k3b.jpg,kmc56D0k3b.jpg
270001,リビング01,リビングダイニング,モダン,,https://cdn.suvaco.jp/rooms/26332/MHkSiHjFIX.jpg,MHkSiHjFIX.jpg
270001,リビング02,リビングダイニング,モダン,,https://cdn.suvaco.jp/rooms/26334/vTIQYT8LuR.jpg,vTIQYT8LuR.jpg
270001,リビング03,リビングダイニング,モダン,,https://cdn.suvaco.jp/rooms/26336/8ns667TvOg.jpg,8ns667TvOg.jpg
270001,ベッドルーム01,ベッドルーム,モダン,,https://cdn.suvaco.jp/rooms/26338/cBXxufeNVX.jpg,cBXxufeNVX.jpg
270001,ベッドルーム02,ベッドルーム,モダン,,https://cdn.suvaco.jp/rooms/26340/KrQthPmpAQ.jpg,KrQthPmpAQ.jpg
270001,ベッドルーム03,ベッドルーム,モダン,,https://cdn.suvaco.jp/rooms/26344/02hXzLdOz8.jpg,02hXzLdOz8.jpg
270001,洗面室01,バス/トイレ,モダン,,https://cdn.suvaco.jp/rooms/26346/MjzCNQr9g2.jpg,MjzCNQr9g2.jpg
270001,洗面室02,バス/トイレ,モダン,,https://cdn.suvaco.jp/rooms/26348/0xLfhBA8lr.jpg,0xLfhBA8lr.jpg
270001,バスルーム,バス/トイレ,モダン,,https://cdn.suvaco.jp/rooms/26350/Olu6i4RwSq.jpg,Olu6i4RwSq.jpg
270002,リビング・ダイニング02,リビングダイニング,モダン,,https://cdn.suvaco.jp/rooms/26307/sxiZBCezZh.jpg,sxiZBCezZh.jpg
270002,リビング・ダイニング01,リビングダイニング,モダン,,https://cdn.suvaco.jp/rooms/26305/T4FWhnix5W.jpg,T4FWhnix5W.jpg
270002,リビング・ダイニング03,リビングダイニング,モダン,,https://cdn.suvaco.jp/rooms/26309/fot2J04QU9.jpg,fot2J04QU9.jpg
270002,キッチン01,キッチン,モダン,,https://cdn.suvaco.jp/rooms/26311/FOdkLuI32N.jpg,FOdkLuI32N.jpg
270002,ワークスペース,キッチン,モダン,,https://cdn.suvaco.jp/rooms/26313/ZukhuWUIvT.jpg,ZukhuWUIvT.jpg
270002,リビング・ダイニングとアルコーブ,リビングダイニング,モダン,,https://cdn.suvaco.jp/rooms/26315/ZLitN1uRRo.jpg,ZLitN1uRRo.jpg
270002,アルコーブ,その他,モダン,,https://cdn.suvaco.jp/rooms/26317/1wdeRYJA2M.jpg,1wdeRYJA2M.jpg
270002,アルコーブとゲストルーム,その他,モダン,,https://cdn.suvaco.jp/rooms/26319/n1gIjLEdt9.jpg,n1gIjLEdt9.jpg
270002,ベッドルーム,ベッドルーム,モダン,,https://cdn.suvaco.jp/rooms/26321/7tUpXIqrzi.jpg,7tUpXIqrzi.jpg
270002,ベッドルームとウォークインクローゼット,ベッドルーム,モダン,,https://cdn.suvaco.jp/rooms/26323/QAP4PG2yg4.jpg,QAP4PG2yg4.jpg
270002,浴室,バス/トイレ,モダン,,https://cdn.suvaco.jp/rooms/26325/kE6Bmqm1EQ.jpg,kE6Bmqm1EQ.jpg
270003,南側アプローチの外観,外観,モダン,,https://cdn.suvaco.jp/rooms/8368/hZcDTVVwSx.jpg,hZcDTVVwSx.jpg
270003,南西の外観,外観,モダン,,https://cdn.suvaco.jp/rooms/8366/02a7Edd5tc.jpg,02a7Edd5tc.jpg
270003,西側の立面外観,外観,モダン,,https://cdn.suvaco.jp/rooms/8364/mMYBgUt01l.jpg,mMYBgUt01l.jpg
270003,エントランス（土間空間）,その他,ナチュラル,,https://cdn.suvaco.jp/rooms/8361/w0lTJiCXCO.jpg,w0lTJiCXCO.jpg
270003,ダイニングからホール、リビング、ロフトの眺め,リビングダイニング,ナチュラル,,https://cdn.suvaco.jp/rooms/8359/0P7C35qfYc.jpg,0P7C35qfYc.jpg
270003,ホールからダイニングの眺め,リビングダイニング,ナチュラル,,https://cdn.suvaco.jp/rooms/8357/aafuWRJ7SZ.jpg,aafuWRJ7SZ.jpg
270003,ホールからリビングの眺め,リビングダイニング,ナチュラル,,https://cdn.suvaco.jp/rooms/8353/19mIWJdjbp.jpg,19mIWJdjbp.jpg
270003,リビング,リビングダイニング,ナチュラル,,https://cdn.suvaco.jp/rooms/8351/W7CeXNcTLh.jpg,W7CeXNcTLh.jpg
270003,ホールからのエントランス、リビングの眺め,リビングダイニング,ナチュラル,,https://cdn.suvaco.jp/rooms/8349/YQjMCfa0gT.jpg,YQjMCfa0gT.jpg
270003,書斎からホールの眺め,リビングダイニング,ナチュラル,,https://cdn.suvaco.jp/rooms/8347/o5HMmunsbQ.jpg,o5HMmunsbQ.jpg
270003,ロフトからダイニングを見る,リビングダイニング,ナチュラル,,https://cdn.suvaco.jp/rooms/8345/RIhPbYWX47.jpg,RIhPbYWX47.jpg
270003,リビングからホール吹抜けを見る,リビングダイニング,ナチュラル,,https://cdn.suvaco.jp/rooms/8343/EsNMVoo1IV.jpg,EsNMVoo1IV.jpg
270003,リビングとベッドルームのつながり,ベッドルーム,ナチュラル,,https://cdn.suvaco.jp/rooms/8341/1AogNA6Gtw.jpg,1AogNA6Gtw.jpg
270003,ダイニングとキッチン,リビングダイニング,ナチュラル,,https://cdn.suvaco.jp/rooms/8339/0lYtG6L6bq.jpg,0lYtG6L6bq.jpg
270003,ダイニングからキッチンの眺め,キッチン,ナチュラル,,https://cdn.suvaco.jp/rooms/8337/Zh7sBB6kxP.jpg,Zh7sBB6kxP.jpg
270003,リビング夕景,リビングダイニング,ナチュラル,,https://cdn.suvaco.jp/rooms/8335/oXfdbPTTqY.jpg,oXfdbPTTqY.jpg
270003,外観05,外観,ナチュラル,,https://cdn.suvaco.jp/rooms/8331/Q9sktDIWJG.jpg,Q9sktDIWJG.jpg
270004,リビング01,リビングダイニング,ナチュラル,,https://cdn.suvaco.jp/rooms/4795/UhXuvZ7Jvu.jpg,UhXuvZ7Jvu.jpg
270004,リビング02,リビングダイニング,ナチュラル,,https://cdn.suvaco.jp/rooms/4793/517tPurNc3.jpg,517tPurNc3.jpg
270004,リビング03,リビングダイニング,ナチュラル,,https://cdn.suvaco.jp/rooms/4791/Bu12psu4VN.jpg,Bu12psu4VN.jpg
270004,エントランス＆キッチン,キッチン,ナチュラル,,https://cdn.suvaco.jp/rooms/4789/4UAe1CdvnG.jpg,4UAe1CdvnG.jpg
270004,キッチン1,キッチン,ナチュラル,,https://cdn.suvaco.jp/rooms/4787/6joOmXYIC6.jpg,6joOmXYIC6.jpg
270004,エントランス,キッチン,ナチュラル,,https://cdn.suvaco.jp/rooms/4785/7kqVrrEsj1.jpg,7kqVrrEsj1.jpg
270004,ベッドルーム1,ベッドルーム,ナチュラル,,https://cdn.suvaco.jp/rooms/4783/hta72ZuKt6.jpg,hta72ZuKt6.jpg
